year,Base case cost,Modeled residential ashp
2017,74061.9048607,68039.479237
2018,80797.4332947,75942.2815877
2019,90227.1731024,87006.2048787
2020,94717.5253917,92274.7397792
2021,97860.7719943,95962.7142095
2022,106001.000525,104492.034046
2023,107902.912826,106705.219391
2024,109329.347052,108365.1084
2025,110993.520315,110301.645578
2026,113133.171654,112791.479091
2027,114797.344917,114728.016268
2028,116223.779142,116387.905277
2029,118363.430481,118877.738791
2030,126200.799174,126909.653137
2031,128459.443321,129518.479458
