year,Base case cost,Modeled non-residential ashp
2017,59296.6245324,64458.7868486
2018,64689.3308277,70480.8200768
2019,72239.119641,78911.6665963
2020,75834.2571712,82926.3554151
2021,78350.8534423,85736.6375883
2022,80148.4222074,87743.9819977
2023,81586.4772195,89349.8575252
2024,82665.0184785,90554.2641708
2025,83923.3166141,91959.4052574
2026,85541.1285026,93766.0152259
2027,86799.4266382,95171.1563125
2028,87877.9678972,96375.5629581
2029,89495.7797858,98182.1729266
2030,90394.5641684,99185.8451313
2031,92012.3760569,100992.4551
