year,annotation,consumption,consumption residential,consumption non-residential
2003,,776672.0,309432.0,467240.0
2004,,831966.0,362253.0,469713.0
2005,,850203.0,390908.0,459295.0
2006,,857182.0,366937.0,490245.0
2007,,894195.0,387961.0,506234.0
2008,,963302.0,416699.0,546603.0
2009,,1061219.0,472222.0,588997.0
2010,,1095059.0,497804.0,597255.0
2011,,1145642.0,504134.0,641508.0
2012,,1157791.0,525615.0,632176.0
2013,,1092614.0,498397.0,594217.0
2014,start of forecast,1168923.0,546290.0,622634.0
2015,,1182594.0,559960.0,622634.0
2016,,1196367.0,573733.0,622634.0
2017,,1210390.0,587757.0,622634.0
2018,,1224418.0,601785.0,622634.0
2019,,1238840.0,616206.0,622634.0
2020,,1253414.0,630781.0,622634.0
2021,,1267941.0,645308.0,622634.0
2022,,1282630.0,659997.0,622634.0
2023,,1297444.0,674811.0,622634.0
2024,,1312601.0,689967.0,622634.0
2025,,1327894.0,705260.0,622634.0
2026,,1343389.0,720755.0,622634.0
2027,,1358744.0,736110.0,622634.0
2028,,1374020.0,751386.0,622634.0
2029,,1391142.0,768508.0,622634.0
2030,,1407809.0,785175.0,622634.0
2031,,1423866.0,801233.0,622634.0
2032,,1438253.0,815620.0,622634.0
2033,,1451990.0,829357.0,622634.0
2034,,1465585.0,842952.0,622634.0
2035,,1479413.0,856779.0,622634.0
2036,,1493724.0,871090.0,622634.0
2037,,1508470.0,885837.0,622634.0
2038,,1522786.0,900153.0,622634.0
2039,,1536070.0,913437.0,622634.0
2040,,1548516.0,925882.0,622634.0
