year,Base case cost,Modeled non-residential ashp
2017,306570.569332,339626.513601
2018,329702.755238,358790.330672
2019,361472.300191,385307.435865
2020,381442.154608,402581.279731
2021,391895.258514,411023.38675
2022,399609.980467,417142.335047
2023,404971.329967,421265.862364
2024,409351.517467,424563.782898
2025,420269.330883,434274.745688
2026,426709.92179,439362.930775
2027,432221.296243,443666.372215
2028,436661.108743,447063.229897
2029,448674.300066,457804.296709
2030,458443.335388,466652.34286
2031,465203.317795,472085.50757
