year,Base case cost,Modeled residential ashp
2017,306570.569332,392353.577708
2018,329702.755238,405144.331119
2019,361472.300191,423254.742359
2020,381442.154608,436176.32385
2021,391895.258514,441353.916763
2022,399609.980467,444868.374065
2023,404971.329967,446956.602051
2024,409351.517467,448467.527565
2025,420269.330883,456195.672705
2026,426709.92179,459071.933445
2027,432221.296243,461394.069002
2028,436661.108743,463072.707809
2029,448674.300066,471733.788017
2030,458443.335388,479059.96582
2031,465203.317795,482329.377697
