year,Base case cost,Modeled residential ashp
2017,126115.738092,538960.33419
2018,137778.246743,534566.861715
2019,154029.671429,532396.32619
2020,164228.758927,529980.809748
2021,173156.280335,527766.975894
2022,181289.072935,525746.139328
2023,190051.419173,525177.871187
2024,197001.700652,523455.942775
2025,205820.597736,523455.112237
2026,213907.546266,522570.756543
2027,223017.654981,523195.433004
2028,230655.431332,522669.424497
2029,240287.044289,523974.060808
2030,249041.168547,525196.443429
2031,259230.6872,527202.671841
