year,Base case cost,Modeled residential ashp
2017,62594.9753222,286226.67581
2018,70071.1901734,260292.094998
2019,81708.4395907,229838.090733
2020,86637.8335697,210613.890822
2021,91599.5387117,197029.921849
2022,95908.9922981,185439.217137
2023,97768.294249,174039.647546
2024,100943.97203,165607.585099
2025,102836.671505,154581.569447
2026,106898.383515,144902.664909
2027,108824.480515,134234.445748
2028,112344.352765,126302.54548
2029,114467.1385,115647.373751
2030,117746.705268,108763.312418
2031,122083.946856,100124.62326
