year,Base case cost,Modeled non-residential ashp
2017,341714.615144,436383.373713
2018,367369.48514,459052.770329
2019,404151.811978,491774.853371
2020,430224.212558,515936.550989
2021,446159.601876,530558.332019
2022,459742.823632,543186.202294
2023,471749.452727,554476.317779
2024,483005.949781,565135.720156
2025,494389.661129,575922.336828
2026,511236.458568,591933.201721
2027,530914.303089,610894.532631
2028,542813.232329,622196.367195
2029,559412.394188,638079.015444
2030,570605.716389,648794.661904
2031,588610.163907,665963.176875
