year,Base case cost,Modeled non-residential ashp
2017,24459.1719938,81271.3133409
2018,26043.5230216,83021.8310592
2019,28271.5166544,85801.5870877
2020,29311.2470164,86730.1860373
2021,30004.4005911,87130.4688568
2022,30549.0212569,87313.3978857
2023,30945.1090138,87278.5944329
2024,31242.1748315,87103.526119
2025,31588.7516188,87021.3444101
2026,32034.3503454,87109.534149
2027,32430.4381023,87134.2382538
2028,32727.5039201,87017.2827929
2029,33123.591677,87069.6894895
2030,33420.6574947,86979.7873414
2031,33866.2562213,87136.4508082
