year,Base case cost,Modeled residential ashp
2017,27772.8833642,214106.674715
2018,30480.7122778,216790.634462
2019,34074.8829711,221472.787505
2020,35328.0414358,221933.959915
2021,37210.5328081,222517.057822
2022,38952.0123917,222773.654198
2023,40536.9302939,222686.863933
2024,40926.0753553,221296.992846
2025,42482.4188305,221208.202615
2026,44199.577112,221493.687333
2027,44746.0814477,220578.299911
2028,46298.0392183,220556.140384
2029,48014.2673267,220908.152703
2030,49611.14701,221026.301778
2031,50272.6140663,220497.525307
