year,Base case cost,Modeled non-residential ashp
2017,103086.753463,254294.95127
2018,110324.265154,254208.185025
2019,120363.394274,255081.705069
2020,124799.288536,254203.543904
2021,128067.842203,253003.01716
2022,130402.523394,251554.152122
2023,131803.332108,249855.71037
2024,133204.140823,248207.664158
2025,134838.417656,246684.127963
2026,136706.162609,245283.948388
2027,138340.439442,243855.407909
2028,139741.248157,242397.406417
2029,141375.52499,241059.460892
2030,142542.865585,239614.635543
2031,144410.610538,238438.383545
