year,Base case cost,Modeled transmission and interties
2021,921429.790223,2278245.58705
2022,943953.85958,2293760.90535
2023,957094.748576,2296968.82095
2024,970890.759543,2301435.98882
2025,986232.14852,2306566.56215
2026,1003765.16449,2317443.55327
2027,1019106.55347,2324646.61684
2028,1032256.31545,2328167.96866
2029,1048304.58547,2338386.03277
2030,1059270.11461,2339937.41902
2031,1076814.96123,2351014.52195
2032,1096552.91367,2364994.05995
2033,1114097.76029,2378055.44126
2034,1134600.26817,2393656.00149
2035,1149314.63296,2401393.7497
2036,1166109.71245,2415653.19779
2037,1180080.22543,2421494.77075
2038,1200665.54783,2439671.9172
2039,1214675.98924,2448881.4564
2040,1235849.88623,2467952.72562
