year,Base case cost,Modeled residential ashp
2017,54047.0596122,288897.063959
2018,57841.5939503,280913.975911
2019,63104.9802903,271477.116268
2020,65430.6626265,265225.886893
2021,67144.3232953,259708.420586
2022,68368.3666302,254793.696096
2023,69725.9850816,251102.866757
2024,70467.0343856,246878.446749
2025,71331.591907,242607.231414
2026,72319.6576456,238287.321631
2027,73184.215167,234172.520925
2028,73925.264471,230261.017918
2029,74789.8219923,226295.385795
2030,75407.363079,222657.384443
2031,77078.2309959,219388.983458
