year,Base case cost,Modeled residential ashp
2017,360101.435659,477660.997212
2018,372434.73051,477405.610844
2019,429966.640078,517686.364668
2020,460975.128854,540302.399297
2021,474674.861455,547940.915014
2022,503855.367523,572925.194009
2023,536334.273192,602140.367511
2024,588839.31371,652314.170766
2025,646241.072533,706452.197421
2026,699616.084224,756563.476944
2027,736774.425283,790458.085836
2028,766754.946212,817641.122049
2029,1020247.43851,1067869.88218
2030,1263472.80748,1308764.01389
2031,1486065.75727,1527626.98405
