year,annotation,consumption,consumption residential,consumption non-residential
2003,,3705116.0,1486738.0,2218378.0
2004,,2517165.0,1372708.0,1144457.0
2005,,2281819.0,1174287.0,1107532.0
2006,,2966431.0,1149185.0,1817246.0
2007,,2183006.0,1098528.0,1084478.0
2008,,2287394.0,1079565.0,1207829.0
2009,,2246441.0,1047172.0,1199269.0
2010,,2202127.0,980220.0,1221907.0
2011,,2534949.0,1057066.0,1477883.0
2012,,2738503.0,1106276.0,1632227.0
2013,,2802506.0,1043082.0,1759424.0
2014,start of forecast,2505457.0,882279.0,1623178.0
2015,,2427391.0,804213.0,1623178.0
2016,,2330008.0,706830.0,1623178.0
2017,,2233081.0,609903.0,1623178.0
2018,,2181137.0,557959.0,1623178.0
2019,,2189173.0,565995.0,1623178.0
2020,,2194327.0,571149.0,1623178.0
2021,,2184622.0,561444.0,1623178.0
2022,,2208775.0,585597.0,1623178.0
2023,,2242633.0,619455.0,1623178.0
2024,,2304622.0,681444.0,1623178.0
2025,,2364655.0,741477.0,1623178.0
2026,,2423285.0,800107.0,1623178.0
2027,,2455234.0,832056.0,1623178.0
2028,,2479450.0,856272.0,1623178.0
2029,,2787079.0,1163901.0,1623178.0
2030,,3085713.0,1462535.0,1623178.0
2031,,3329316.0,1706138.0,1623178.0
2032,,3279701.0,1656523.0,1623178.0
2033,,3149669.0,1526491.0,1623178.0
2034,,3045520.0,1422342.0,1623178.0
2035,,3031974.0,1408796.0,1623178.0
2036,,3144521.0,1521343.0,1623178.0
2037,,3374769.0,1751591.0,1623178.0
2038,,3587607.0,1964429.0,1623178.0
2039,,3664156.0,2040978.0,1623178.0
2040,,3629650.0,2006472.0,1623178.0
