year,Base case cost,Modeled non-residential ashp
2017,365759.550726,435874.021015
2018,388520.668326,455486.876019
2019,419915.313292,483223.008389
2020,434042.903527,494831.053047
2021,444246.163141,502802.745972
2022,452094.824382,508606.920728
2023,457588.887251,512242.708572
2024,461513.217872,514444.122701
2025,467007.280741,518149.780943
2026,473286.209734,522624.012627
2027,478780.272603,526396.304476
2028,482704.603224,528731.0233
2029,488983.532217,533301.723484
2030,492907.862838,535698.499688
2031,499186.791831,540329.802784
