year,Base case cost,Modeled residential ashp
2017,525221.957127,825927.477538
2018,564103.988489,850656.369127
2019,623083.575012,893164.041809
2020,657894.08651,916668.443358
2021,680446.060275,929218.214632
2022,699679.487368,939295.516975
2023,722781.062629,954083.17143
2024,736341.684787,959941.362245
2025,752557.04623,968154.361665
2026,770224.97774,977743.324106
2027,794440.836789,994253.946752
2028,816352.517744,1009057.61473
2029,834771.651808,1019827.94199
2030,849333.87737,1027558.87437
2031,876079.030146,1046925.45451
