year,annotation,consumption,consumption residential,consumption non-residential
2003,,4322458.0,1727128.0,2595330.0
2004,,4477674.0,1813868.0,2663806.0
2005,,4311648.0,1751601.0,2560047.0
2006,,4341944.0,1794002.0,2547942.0
2007,,4515555.0,1844523.0,2671032.0
2008,,4599640.0,1862833.0,2736807.0
2009,,4714676.0,1926266.0,2788410.0
2010,,4781321.0,1864178.0,2917143.0
2011,,4991457.0,1856895.0,3134562.0
2012,,5214462.0,1914839.0,3299623.0
2013,,5773972.0,1917717.0,3856255.0
2014,,5963484.0,1815173.0,4148311.0
2015,,5832733.0,1802642.0,4030091.0
2016,start of forecast,5893952.0,1882400.0,4011552.0
2017,,5903355.0,1891803.0,4011552.0
2018,,5912954.0,1901402.0,4011552.0
2019,,5922755.0,1911203.0,4011552.0
2020,,5932717.0,1921165.0,4011552.0
2021,,5942848.0,1931295.0,4011552.0
2022,,5953192.0,1941640.0,4011552.0
2023,,5963794.0,1952241.0,4011552.0
2024,,5974614.0,1963062.0,4011552.0
2025,,5985602.0,1974049.0,4011552.0
2026,,5996702.0,1985150.0,4011552.0
2027,,6007924.0,1996372.0,4011552.0
2028,,6019310.0,2007758.0,4011552.0
2029,,6031018.0,2019466.0,4011552.0
2030,,6042923.0,2031371.0,4011552.0
2031,,6055001.0,2043449.0,4011552.0
2032,,6067205.0,2055652.0,4011552.0
2033,,6079613.0,2068061.0,4011552.0
2034,,6092268.0,2080716.0,4011552.0
2035,,6105207.0,2093655.0,4011552.0
2036,,6118476.0,2106923.0,4011552.0
2037,,6132070.0,2120518.0,4011552.0
2038,,6145921.0,2134369.0,4011552.0
2039,,6159993.0,2148441.0,4011552.0
2040,,6174309.0,2162757.0,4011552.0
