year,Base case cost,Modeled residential ashp
2017,560018.280429,758146.497039
2018,603785.373272,795311.105939
2019,659235.052721,842045.506585
2020,694022.278871,872607.143012
2021,722935.792113,898615.563319
2022,748319.71459,921886.690935
2023,763945.730027,935928.110225
2024,784373.257281,955299.240049
2025,807895.729293,977237.115915
2026,833207.009525,1000699.70064
2027,855906.016678,1022078.21101
2028,878873.174765,1043724.87231
2029,903655.956164,1066923.05756
2030,933494.992766,1095705.69673
2031,960562.661611,1120924.67007
