year,Base case cost,Modeled non-residential ashp
2017,435206.105238,558529.164898
2018,459279.576772,581166.668234
2019,491056.559196,611048.172638
2020,506463.580977,625536.174773
2021,517055.908452,635496.676241
2022,524759.419342,642740.677308
2023,530537.05251,648173.678109
2024,534388.807955,651795.678642
2025,540166.441123,657228.679443
2026,546907.013153,663567.180377
2027,551721.707459,668094.681044
2028,556536.401766,672622.181711
2029,562314.034934,678055.182512
2030,566165.790379,681677.183046
2031,572906.362409,688015.68398
