year,Base case cost,Modeled residential ashp
2017,41803.4234539,263267.34866
2018,46182.2372124,259790.458065
2019,51672.3066584,256406.681173
2020,55356.5767565,253807.233348
2021,58736.2177311,251498.846665
2022,62453.4178765,250121.420427
2023,65212.5583762,248252.594708
2024,68596.6160833,247224.151183
2025,71448.7347838,245628.090261
2026,75320.9834409,244889.893256
2027,78277.2377262,243569.426057
2028,82010.8086244,243109.002304
2029,85947.6070112,242808.088518
2030,89507.7882888,242582.969702
2031,93722.1967248,242591.100238
