year,Base case cost,Modeled non-residential ashp
2017,545425.586127,753768.243838
2018,588306.191191,794495.152686
2019,643823.669386,847083.604028
2020,670997.661543,872879.230607
2021,699430.485146,900364.427875
2022,724486.754781,924731.514721
2023,739846.919266,939574.792114
2024,761513.227386,960810.360991
2025,783447.68644,982314.080801
2026,808482.326094,1006745.68552
2027,824713.981113,1022460.45344
2028,847466.300513,1044782.0336
2029,871969.823413,1068768.66941
2030,893775.392113,1090229.64671
2031,920405.529821,1116256.74948
