year,Base case cost,Modeled residential ashp
2017,84656.9386977,126984.890831
2018,90190.2665725,125107.110773
2019,103286.376579,128466.135466
2020,109682.151233,129476.197547
2021,113946.001002,129758.787957
2022,111619.313412,124068.945463
2023,113937.878893,123641.784039
2024,109793.587562,117172.119178
2025,111994.232944,116681.443221
2026,114469.958998,116295.684135
2027,110418.888622,109605.177616
2028,111980.932583,108945.647619
2029,107851.182578,102029.529028
2030,109079.185816,101280.694174
2031,111535.192291,100801.107358
