year,Base case cost,Modeled non-residential ashp
2017,311871.356117,357750.403215
2018,348336.21251,381827.450474
2019,398916.497185,415844.215307
2020,423618.496677,431737.554574
2021,440086.496338,441887.091394
2022,453025.638929,449593.483864
2023,462435.92445,454855.959911
2024,469493.638591,458499.127725
2025,478903.924112,463823.699708
2026,489490.495323,470003.594618
2027,498900.780843,475387.385904
2028,505958.494984,479149.025632
2029,516545.066195,485414.655017
2030,522426.494645,488406.084837
2031,534189.351546,495550.936043
