year,Base case cost,Modeled residential ashp
2017,9013662.79406,6809921.76587
2018,10109433.63,7282124.64157
2019,11610230.942,7925516.00822
2020,12311038.72,8217107.31239
2021,12779306.454,8412564.0638
2022,13158745.1456,8558164.77029
2023,13357635.4739,8620649.60723
2024,13560623.6979,8687232.33999
2025,13745977.2094,8736180.36015
2026,13985024.1984,8799848.86033
2027,14182549.8194,8841482.49134
2028,14344539.3984,8867066.57895
2029,14569890.7095,8917039.40127
2030,14649747.8025,8899464.00045
2031,14871445.3956,8926296.60607
