year,Base case cost,Modeled non-residential ashp
2017,3549732.55402,6447309.60443
2018,3968889.16557,6624165.70674
2019,4545229.50644,6899040.05855
2020,4807202.38866,6983427.8315
2021,5003682.05032,7029529.72291
2022,5134668.49143,7037304.05838
2023,5239457.64432,7030748.56998
2024,5318049.50898,7009823.50527
2025,5409740.01776,6998528.48269
2026,5527627.81475,7004838.40979
2027,5632416.96764,7004677.83988
2028,5711008.8323,6989997.81317
2029,5815797.98519,6992814.27381
2030,5881291.20574,6973028.69431
2031,5999179.00274,6986697.08019
