year,Base case cost,Modeled residential ashp
2017,39239.0568527,12700154.4634
2018,44400.6748055,12401475.3732
2019,51412.8984628,12110792.5447
2020,54973.3206657,11825392.6568
2021,57841.7357651,11546419.9841
2022,59948.1788064,11273646.6769
2023,61729.4711306,11007125.8272
2024,63221.6412028,10746742.8601
2025,64887.6600564,10492584.1641
2026,66890.2192709,10244592.3215
2027,68757.9799112,10002385.2981
2028,70376.1333901,9765787.84524
2029,72183.4591858,9534798.96461
2030,73570.3507809,9309061.00358
2031,75630.5555395,9089004.56831
