year,Base case cost,Modeled residential ashp
2017,91490.5949661,209554.840044
2018,98376.3847864,190178.033684
2019,106911.337222,165193.857629
2020,111809.966733,150830.738846
2021,114438.278433,138805.058777
2022,117494.058888,128842.987984
2023,119179.608785,119143.261239
2024,120383.572997,110591.040143
2025,122767.071135,102618.070439
2026,124708.257196,92857.1939476
2027,126164.146742,84230.1467939
2028,127377.38803,76234.4184964
2029,129075.925834,67368.8880883
2030,130289.167122,59627.9054679
2031,131987.704925,51011.1499938
