year,Base case cost,Modeled residential ashp
2017,131455.972711,248573.12918
2018,140005.690385,258390.440047
2019,152028.730865,272196.033455
2020,163040.886198,284000.434534
2021,167192.923796,288746.656441
2022,169960.948862,291910.80438
2023,172175.368914,294442.12273
2024,173836.183954,296340.611494
2025,175773.801499,298555.51505
2026,178265.024059,301403.248195
2027,180479.444111,303934.566546
2028,182140.25915,305833.055309
2029,190764.295841,314773.990297
2030,192482.853855,316730.222036
2031,195060.690878,319664.569644
