year,Base case cost,Modeled residential ashp
2017,305581.574786,380841.963081
2018,328629.628286,394821.739339
2019,360285.327833,414499.8986
2020,375030.355833,423064.389841
2021,385291.16188,428699.177383
2022,392858.867974,432583.738108
2023,398118.084567,434972.812119
2024,396828.513979,431167.239068
2025,401951.992026,433493.752619
2026,408100.381026,436516.638857
2027,413359.491573,438979.160183
2028,417599.40712,440797.852427
2029,423426.632479,443685.666196
2030,433014.415067,451131.352907
2031,439393.76502,454449.876325
