year,Base case cost,Modeled non-residential ashp
2017,379470.649702,409567.237503
2018,408976.672208,437615.817401
2019,447245.104867,474255.623386
2020,468088.917526,493911.7395
2021,485118.920488,509869.074764
2022,503902.489076,527675.408474
2023,515516.662647,538388.194576
2024,526408.156674,548415.430086
2025,543334.446326,564475.881843
2026,556331.11081,576604.717394
2027,568576.335445,588018.006845
2028,585260.29601,603905.533398
2029,598801.98171,616628.472662
2030,614976.563035,632057.337739
2031,628888.229344,645181.091953
