year,Base case cost,Modeled residential ashp
2017,44008.5382338,234509.45733
2018,46626.8040768,225736.503029
2019,51011.8463932,216515.231177
2020,52753.1614643,209406.596894
2021,53982.3250438,203181.802872
2022,55726.1484491,198606.913868
2023,56351.0968341,193529.408711
2024,56871.8871549,188703.370756
2025,57496.8355399,183818.240668
2026,59191.7893889,179837.638312
2027,59827.1043691,175146.338282
2028,60356.5335193,170695.968996
2029,62094.6815151,167024.169043
2030,62525.1358988,162903.985915
2031,63278.4310702,158414.192058
