year,Base case cost,Modeled transmission and interties
2021,459261.257827,2446864.56409
2022,471228.9779,2431097.36212
2023,480204.767956,2412630.89694
2024,487684.593002,2393990.85347
2025,496660.383057,2376807.5792
2026,507132.138121,2361925.45987
2027,516107.928177,2345965.93382
2028,523587.753223,2329774.07326
2029,534059.508287,2316663.62895
2030,540043.368324,2299070.2038
2031,550515.123389,2287931.99513
2032,560986.878453,2276471.55128
2033,572954.598527,2266358.31025
2034,584922.3186,2257616.44572
2035,590906.178637,2244365.09783
2036,602873.898711,2235752.52429
2037,609741.533462,2223627.57779
2038,621697.249805,2215945.97202
2039,630664.037061,2207075.31893
2040,644114.217947,2201973.11966
