year,Base case cost,Modeled non-residential ashp
2017,42487.760721,104133.029271
2018,45015.548671,103042.463849
2019,48418.3401421,102111.656373
2020,50071.1245709,100962.745088
2021,51237.7959324,99776.4991524
2022,52015.5768401,98566.1223681
2023,52598.9125208,97358.8017319
2024,53085.0255881,96167.7761666
2025,53668.3612689,95020.2671374
2026,54348.9195631,93915.582078
2027,54932.2552438,92825.1139355
2028,55418.3683111,91748.2021412
2029,56098.9266054,90726.0977235
2030,56487.8170592,89688.3440765
2031,57168.3753534,88718.1180034
