year,Base case cost,Modeled non-residential ashp
2017,145924.887402,161007.887296
2018,159195.964215,170963.819384
2019,177775.471753,185107.259281
2020,186622.856295,191605.506025
2021,192816.025474,196026.504369
2022,197239.717745,199066.026102
2023,200778.671562,201419.848963
2024,203432.886925,203087.73092
2025,206529.471514,205113.473981
2026,210510.794558,207844.860115
2027,213607.379148,209889.612757
2028,216261.594511,211595.524569
2029,220242.917555,214354.431737
2030,222454.76369,215730.03481
2031,226436.086734,218506.231091
