year,annotation,consumption,consumption residential,consumption non-residential
2003,,632472.0,314363.0,318109.0
2004,,747146.0,345658.0,401488.0
2005,,746096.0,350081.0,396015.0
2006,,653034.0,302207.0,350827.0
2007,,635249.0,282271.0,352978.0
2008,,552247.0,262596.0,289651.0
2009,,608591.0,285227.0,323364.0
2010,,652209.0,319989.0,332220.0
2011,,674439.0,325382.0,349057.0
2012,,706406.0,318393.0,388013.0
2013,,690410.0,305939.0,384471.0
2014,,682371.0,290412.0,391959.0
2015,,640561.0,280145.0,360416.0
2016,start of forecast,671738.0,292789.0,378949.0
2017,,671436.0,292488.0,378949.0
2018,,671564.0,292616.0,378949.0
2019,,672068.0,293119.0,378949.0
2020,,672280.0,293331.0,378949.0
2021,,672131.0,293183.0,378949.0
2022,,671468.0,292519.0,378949.0
2023,,671167.0,292218.0,378949.0
2024,,670266.0,291317.0,378949.0
2025,,669261.0,290312.0,378949.0
2026,,668745.0,289797.0,378949.0
2027,,667218.0,288269.0,378949.0
2028,,666074.0,287125.0,378949.0
2029,,666165.0,287217.0,378949.0
2030,,665501.0,286553.0,378949.0
2031,,664898.0,285949.0,378949.0
2032,,662597.0,283648.0,378949.0
2033,,660352.0,281404.0,378949.0
2034,,658067.0,279118.0,378949.0
2035,,655504.0,276556.0,378949.0
2036,,653138.0,274189.0,378949.0
2037,,651211.0,272262.0,378949.0
2038,,649271.0,270323.0,378949.0
2039,,646791.0,267842.0,378949.0
2040,,644008.0,265059.0,378949.0
