year,Base case cost,Modeled residential ashp
2017,199703.376369,251657.975208
2018,217865.314985,256042.42886
2019,243292.029048,263114.684588
2020,255399.988126,265404.570738
2021,263875.55948,266425.708719
2022,269929.539019,266616.293555
2023,274772.72265,266414.547373
2024,278405.110374,265819.36815
2025,282642.896051,265488.705568
2026,288091.477636,265641.183946
2027,285945.01827,259012.830751
2028,289498.077455,258511.480533
2029,294827.666232,258670.274884
2030,297788.548885,258043.080888
2031,303118.137662,258280.596032
