year,Base case cost,Modeled non-residential ashp
2017,126820.218731,148746.238445
2018,138835.356486,155760.29439
2019,155797.903904,165662.491019
2020,157452.588224,164081.181227
2021,162895.227926,167170.370667
2022,166977.207703,169487.262746
2023,163102.739742,164436.069653
2024,165391.34465,165695.040071
2025,168006.893116,167133.863405
2026,164663.727443,162172.700676
2027,167173.504524,163505.752625
2028,169369.559469,164672.173081
2029,172193.058686,166171.856524
2030,166739.203988,159835.457978
2031,170044.71182,161522.968754
