year,Base case cost,Modeled residential ashp
2017,126820.218731,129923.932404
2018,138835.356486,132273.285126
2019,155797.903904,135590.018381
2020,157452.588224,130990.371209
2021,162895.227926,131884.40619
2022,166977.207703,132554.932426
2023,163102.739742,126406.162104
2024,165391.34465,126704.752447
2025,168006.893116,127045.998552
2026,164663.727443,120575.667133
2027,167173.504524,120811.141853
2028,169369.559469,121017.182234
2029,172193.058686,121282.091294
2030,166739.203988,114122.509826
2031,170044.71182,114300.851912
