year,Base case cost,Modeled non-residential ashp
2017,14089.626912,16467.8793404
2018,15737.0248276,17555.6246763
2019,18022.125162,19092.4234745
2020,19138.1043951,19810.4478017
2021,19882.0905505,20268.9804124
2022,20466.6511012,20617.1374092
2023,20891.7860471,20854.8839117
2024,21210.6372566,21019.4738116
2025,21635.7722025,21260.0256649
2026,22114.0490167,21539.2190308
2027,22539.1839626,21782.4462752
2028,22858.0351721,21952.3884623
2029,23336.3119863,22235.4551136
2030,23602.0213275,22370.6009975
2031,24133.4400099,22693.3888582
