year,Base case cost,Modeled residential ashp
2017,791586.270896,1401064.72397
2018,859077.932932,1447378.34446
2019,953343.561895,1517054.80537
2020,1014391.98606,1560777.40946
2021,1059380.39503,1590909.1563
2022,1107211.87677,1624873.83542
2023,1149700.55804,1654847.94321
2024,1190685.32881,1683927.96301
2025,1234448.31578,1715653.75074
2026,1281155.73273,1750185.99228
2027,1326303.83458,1783752.15449
2028,1376075.94269,1822530.28687
2029,1425021.7053,1859959.97405
2030,1473677.73507,1898414.3267
2031,1524086.17899,1937720.75136
