year,Base case cost,Modeled non-residential ashp
2017,929537.010279,1175313.20651
2018,984587.40895,1222075.78922
2019,1060811.03788,1288591.20025
2020,1096805.52932,1317868.22153
2021,1120096.0826,1335451.25078
2022,1139151.98984,1349198.5487
2023,1151855.92799,1357142.7673
2024,1162442.54312,1363212.00764
2025,1175146.48127,1371334.42149
2026,1189967.74246,1381507.94537
2027,1202671.68061,1389800.29945
2028,1213258.29574,1396209.51585
2029,1228079.55692,1406629.06993
2030,1236548.84902,1411231.42312
2031,1251370.1102,1421805.53694
