year,Base case cost,Modeled residential ashp
2017,299588.034146,753364.646627
2018,320799.812561,767589.551399
2019,352908.371392,792613.720041
2020,366120.789807,799429.857287
2021,376027.408223,803200.116399
2022,382633.097431,803926.121305
2023,387590.777431,803196.926603
2024,391717.436638,801796.076931
2025,395848.786638,800525.912748
2026,401622.955054,800960.914026
2027,406565.692677,800714.989661
2028,410681.880301,799790.204322
2029,415633.989509,799785.584695
2030,418928.567924,798296.034684
2031,430791.655962,805362.887962
