year,Base case cost,Modeled non-residential ashp
2017,152010.722518,271970.379526
2018,163734.610371,284066.415247
2019,180669.115046,301538.466844
2020,188485.040281,309602.490657
2021,194129.875173,315426.507856
2022,198472.055859,319906.521086
2023,201077.36427,322594.529024
2024,203682.672682,325282.536962
2025,206287.981094,327970.5449
2026,210195.943711,332002.556807
2027,212801.252123,334690.564745
2028,215406.560534,337378.572683
2029,218880.305083,340962.583267
2030,220617.177357,342754.588559
2031,224525.139975,346786.600465
