year,Base case cost,Modeled non-residential ashp
2017,827437.964137,850303.764405
2018,884062.511852,903815.926379
2019,966799.233062,982911.92744
2020,1011027.93488,1024669.55517
2021,1040675.5629,1052139.71095
2022,1065063.64138,1074540.10883
2023,1090384.19426,1098061.94428
2024,1105868.44289,1111884.14864
2025,1125233.26136,1129516.88227
2026,1146639.44969,1149171.6545
2027,1172857.9415,1173721.60727
2028,1195460.41271,1194789.16156
2029,1217490.09088,1215159.42176
2030,1233786.1189,1229979.71449
2031,1262992.64148,1257584.61367
