year,Base case cost,Modeled residential ashp
2017,16573.1683764,25636.3067705
2018,21219.3551513,28523.4137106
2019,24400.8551513,29295.6175624
2020,25885.5551513,29501.5921958
2021,26946.0551513,29567.0858822
2022,27723.7551513,29545.7384268
2023,28218.6551513,29437.3885474
2024,28713.5551513,29330.0462464
2025,29208.4551513,29234.6676656
2026,29915.4551513,29212.3676248
2027,30481.0551513,29150.7069411
2028,30905.2551513,29046.7648843
2029,31541.5551513,29021.0265191
2030,36004.8706029,33014.2957498
2031,36802.9706029,33115.0331846
