year,Base case cost,Modeled non-residential ashp
2017,16573.1683764,17246.7429475
2018,21219.3551513,21771.2871587
2019,24400.8551513,24782.8625453
2020,25885.5551513,26181.0257712
2021,26946.0551513,27175.7434514
2022,27723.7551513,27901.980354
2023,28218.6551513,28359.7288237
2024,28713.5551513,28817.3336585
2025,29208.4551513,29275.6978094
2026,29915.4551513,29935.6801172
2027,30481.0551513,30461.6626051
2028,30905.2551513,30853.4109112
2029,31541.5551513,31447.2120985
2030,36004.8706029,35882.0639503
2031,36802.9706029,36634.7578965
