year,Base case cost,Modeled non-residential ashp
2017,26926.1439782,116705.755068
2018,28852.7745706,119085.558458
2019,31387.8148238,122514.456448
2020,32553.9333403,123649.229379
2021,33365.1462214,124203.631178
2022,33973.5558821,124434.335989
2023,34379.1623227,124340.89507
2024,34734.0679581,124180.003759
2025,35139.6743986,124122.656567
2026,35646.6824493,124254.146787
2027,36052.2888898,124231.221311
2028,36407.1945252,124139.192743
2029,36863.5017708,124234.805593
2030,37167.7066012,124089.123513
2031,37624.0138468,124216.042709
