year,Base case cost,Modeled residential ashp
2017,16963.3590805,145263.613121
2018,18177.1283666,146074.642001
2019,19774.1932168,147728.184985
2020,20508.8430479,147616.794931
2021,21019.9038,147076.209951
2022,21403.199364,146306.024315
2023,21658.7297401,145305.353744
2024,21882.3188191,144273.834271
2025,22137.8491951,143344.289152
2026,22457.2621652,142582.728089
2027,22712.7925412,141721.013597
2028,22936.3816202,140825.19343
2029,23223.8532933,140095.000525
2030,23415.5010753,139195.519267
2031,23702.9727483,138527.017912
