year,Base case cost,Modeled transmission and interties
2021,216893.367718,936074.97842
2022,222067.762176,928375.344415
2023,225517.358482,919495.441799
2024,228535.755249,910376.048401
2025,231985.351555,902043.121183
2026,236297.346937,894555.61577
2027,239746.943243,886744.325795
2028,242765.34001,878818.810144
2029,246646.135854,871870.902518
2030,249233.333083,863914.978252
2031,253114.128927,857591.807217
2032,257426.124309,851562.831696
2033,261738.119691,845907.707965
2034,266481.314612,840686.486587
2035,269068.511841,833999.20913
2036,273811.706761,829199.362547
2037,276398.90399,822923.584052
2038,281142.098911,818675.902603
2039,284591.695216,813374.070311
2040,289334.890137,809509.627658
