year,Base case cost,Modeled non-residential ashp
2017,4163656.36385,4865739.0085
2018,4463608.84698,5159350.84792
2019,4901697.39819,5588280.69155
2020,5089930.85255,5772287.05009
2021,5206005.64527,5885308.94029
2022,5297647.88507,5974602.79353
2023,5341225.68947,6016536.72734
2024,5373462.81358,6047599.65816
2025,5427918.95453,6100411.92853
2026,5479954.18553,6150568.45028
2027,5532669.06064,6201639.45479
2028,5562254.10292,6230050.30379
2029,5651773.09925,6317690.59088
2030,5694058.11005,6358801.4084
2031,5769484.12519,6432348.71428
