year,Base case cost,Modeled residential ashp
2017,4163656.36385,4464162.21195
2018,4463608.84698,4724481.86853
2019,4901697.39819,5105323.0036
2020,5089930.85255,5267134.57358
2021,5206005.64527,5364126.89426
2022,5297647.88507,5441090.30942
2023,5341225.68947,5474392.93656
2024,5373462.81358,5499290.64834
2025,5427918.95453,5543471.61204
2026,5479954.18553,5583763.78332
2027,5532669.06064,5626203.48118
2028,5562254.10292,5648449.11113
2029,5651773.09925,5726225.04774
2030,5694058.11005,5761170.64621
2031,5769484.12519,5824853.60163
