year,annotation,consumption,consumption residential,consumption non-residential
2003,,556226.0,257532.0,298694.0
2004,,634938.0,279712.0,355226.0
2005,,542257.0,277258.0,264999.0
2006,,515850.0,266048.0,249802.0
2007,,481242.0,275236.0,206006.0
2008,,517384.0,274369.0,243015.0
2009,,488027.0,273670.0,214357.0
2010,,742539.0,279746.0,462793.0
2011,,697614.0,290577.0,407037.0
2012,,644253.0,301468.0,342785.0
2013,,604914.0,299622.0,305292.0
2014,,517550.0,308098.0,209452.0
2015,,573297.0,309418.0,263879.0
2016,start of forecast,574568.0,315027.0,259541.0
2017,,581706.0,322165.0,259541.0
2018,,587441.0,327900.0,259541.0
2019,,593168.0,333627.0,259541.0
2020,,599797.0,340256.0,259541.0
2021,,605380.0,345839.0,259541.0
2022,,610618.0,351077.0,259541.0
2023,,615739.0,356198.0,259541.0
2024,,622345.0,362804.0,259541.0
2025,,629018.0,369477.0,259541.0
2026,,634763.0,375222.0,259541.0
2027,,641238.0,381697.0,259541.0
2028,,647202.0,387661.0,259541.0
2029,,653137.0,393596.0,259541.0
2030,,659180.0,399639.0,259541.0
2031,,665725.0,406184.0,259541.0
2032,,671832.0,412291.0,259541.0
2033,,677654.0,418113.0,259541.0
2034,,683881.0,424340.0,259541.0
2035,,690149.0,430608.0,259541.0
2036,,696901.0,437360.0,259541.0
2037,,704274.0,444733.0,259541.0
2038,,712677.0,453136.0,259541.0
2039,,719234.0,459693.0,259541.0
2040,,727733.0,468192.0,259541.0
