year,Base case cost,Modeled residential ashp
2017,14023.9644848,102485.461887
2018,15102.4875649,100464.149954
2019,17759.328382,99641.2147014
2020,18525.7724914,97729.0550469
2021,19079.3154593,95830.7935992
2022,19505.1177423,93958.8200785
2023,19803.1793404,92112.0436018
2024,20016.0804819,90296.1519889
2025,20314.14208,88537.1186024
2026,20654.7839064,86827.174034
2027,20952.8455045,85151.819116
2028,21165.746646,83503.3313803
2029,21506.3884723,81914.5318714
2030,21719.2896138,80343.9757672
2031,22059.9314402,78831.2813239
