year,Base case cost,Modeled non-residential ashp
2017,10992.9014076,34659.1681128
2018,11838.3184006,34777.5692956
2019,13059.4762794,35185.6168026
2020,13623.0876081,35119.1561434
2021,14030.1402344,34948.2797868
2022,14343.2576392,34719.0178853
2023,14562.4398226,34431.1112942
2024,14718.998525,34107.4546398
2025,14938.1807084,33840.3918492
2026,15188.6746322,33606.5338043
2027,15407.8568156,33359.3492434
2028,15564.415518,33075.4601992
2029,15814.9094419,32870.3807561
2030,15971.4681443,32605.0047524
2031,16221.9620682,32418.0044401
