year,Base case cost,Modeled non-residential ashp
2017,348177.867941,398947.983008
2018,371098.00642,420803.734098
2019,408167.084934,456699.269992
2020,429130.052383,476767.194803
2021,439434.631014,486260.836073
2022,454275.669527,500340.437466
2023,459482.658311,504846.544597
2024,470847.247128,515536.219161
2025,476130.335912,520147.194136
2026,489998.654121,533334.452932
2027,495357.322904,538048.443056
2028,499942.181688,542013.273328
2029,513394.370505,554835.534766
2030,517260.519289,558118.618935
2031,531733.287954,571974.999429
