year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,166671.06,515743.52,,331448.32,293363.92
2018,,182282.6,551056.28,,341837.13,308566.02
2019,,203676.18,599447.84,,356073.66,329398.53
2020,,214662.07,617612.81,,363384.31,336887.85
2021,,221600.53,626286.52,,368001.56,340308.4
2022,,227382.58,639085.23,,371849.27,345832.57
2023,,230851.81,639687.6,,374157.9,345789.89
2024,,234321.04,640121.91,,376466.52,345683.47
2025,,237790.27,647633.08,,378775.15,348934.23
2026,,242415.91,650291.03,,381853.32,349805.17
2027,,246463.34,651501.06,,384546.71,350059.94
2028,,249932.57,651305.18,,386855.34,349714.5
2029,,253980.01,652137.09,,389548.74,349825.86
2030,,256871.03,650409.26,,391472.59,348832.38
2031,,261496.67,652044.9,,394550.76,349315.56
2032,,,653456.47,,,349713.75
2033,,,655783.8,,,350526.26
2034,,,666042.25,,,355019.96
2035,,,664613.99,,,354207.08
2036,,,666353.14,,,354796.5
