year,Base case cost,Modeled residential ashp
2017,524139.773376,1217592.00321
2018,573234.230535,1250896.69435
2019,640511.819975,1300943.22795
2020,667831.483385,1314354.36428
2021,681955.678542,1316012.64325
2022,699749.414443,1321925.43206
2023,702652.213129,1313867.23986
2024,705321.373986,1305808.35175
2025,715763.977699,1305750.38884
2026,721524.610081,1300891.89346
2027,725272.231045,1294407.6867
2028,727065.250048,1286351.09335
2029,730287.1859,1279759.95487
2030,729950.374572,1270152.826
2031,734289.710168,1264908.08575
