year,Base case cost,Modeled non-residential ashp
2017,166671.063942,245294.78575
2018,182282.597018,259383.098863
2019,203676.179381,279117.151572
2020,214662.073026,288759.573375
2021,221600.532171,294492.085422
2022,227382.581458,299124.256721
2023,230851.811031,301531.476205
2024,234321.040603,303961.311618
2025,237790.270175,306413.232899
2026,242415.909605,310010.77767
2027,246463.344106,313067.35754
2028,249932.573679,315582.478847
2029,253980.00818,318679.714761
2030,256871.032823,320672.511608
2031,261496.672253,324370.547782
