year,Base case cost,Modeled non-residential ashp
2017,610811.096802,681983.154701
2018,660187.501286,730183.21023
2019,726455.833621,794872.75844
2020,757640.931191,825314.898774
2021,779730.375302,846878.081511
2022,795322.924087,862099.151678
2023,807017.335675,873514.954303
2024,828486.34259,894767.265358
2025,839038.977569,905072.247925
2026,853548.850666,919241.598956
2027,865420.565018,930834.704344
2028,874654.120625,939851.564091
2029,899766.001942,964684.836445
2030,907798.680019,972531.775213
2031,922525.256493,986917.829621
