year,Base case cost,Modeled transmission and interties
2021,715014.05063,2752558.04568
2022,734295.3284,2772839.75132
2023,748756.286727,2787244.61364
2024,760003.69876,2799075.6086
2025,772857.883939,2813403.16259
2026,790532.388562,2831188.30919
2027,805734.593065,2846372.4693
2028,816992.36183,2858214.35836
2029,831466.635957,2873439.64429
2030,841889.94795,2884403.3713
2031,859597.002304,2902221.27139
2032,877304.056659,2920847.0735
2033,893401.378799,2937779.62087
2034,913557.060741,2958171.30419
2035,924835.542972,2970034.98145
2036,942558.872193,2988677.90286
2037,953837.354424,3000541.58012
2038,971560.683645,3019184.50153
2039,986061.589371,3033629.15629
2040,1007007.34209,3054853.0552
