year,Base case cost,Modeled non-residential ashp
2017,103670.377669,244437.759453
2018,110412.958033,255670.489459
2019,119684.006033,271115.493218
2020,124108.824396,278486.972285
2021,127058.703305,283401.291663
2022,129376.465305,287262.542602
2023,130851.40476,289719.702291
2024,132115.638578,291825.839168
2025,133801.283669,294634.021669
2026,135697.634396,297793.226984
2027,137172.573851,300250.386672
2028,138436.807669,302356.523549
2029,140333.158396,305515.728863
2030,141386.686578,307270.842927
2031,143283.037305,310430.048241
