year,Base case cost,Modeled residential ashp
2017,103670.377669,182540.711971
2018,110412.958033,193408.184013
2019,119684.006033,208350.958071
2020,124108.824396,215482.736599
2021,127058.703305,220237.255618
2022,129376.465305,223972.949132
2023,130851.40476,226350.208642
2024,132115.638578,228387.85965
2025,133801.283669,231104.72766
2026,135697.634396,234161.204172
2027,137172.573851,236538.463681
2028,138436.807669,238576.114689
2029,140333.158396,241632.591201
2030,141386.686578,243330.633708
2031,143283.037305,246387.11022
