year,Base case cost,Modeled non-residential ashp
2017,209455.860641,228664.344752
2018,225087.382104,243211.926713
2019,252174.333837,269103.94352
2020,262561.380726,278660.049891
2021,269813.039263,285222.5597
2022,275227.61097,290031.676907
2023,278974.301214,293233.105145
2024,282019.997799,295720.568179
2025,285748.28225,298927.754363
2026,290256.487616,302876.910006
2027,293991.167128,306108.708852
2028,297109.443226,308698.557055
2029,301309.484018,312411.490868
2030,303883.926701,314550.726546
2031,308501.00231,318640.667497
